Label,Power
0,2.19884
0,2.19884
0,1.9545244444444447
0,1.7407483333333336
0,1.568505866666667
0,1.429246
0,1.3148165714285711
0,1.253535125
0,1.1956919629629628
0,1.1420879666666666
0,1.092778482093664
0,1.0475227752525251
0,1.0059767629549936
0,0.9789955656010656
0,0.9528196834498832
0,0.9276253282342656
0,0.9034929040820768
0,0.8804450266948011
0,0.8584696928798392
0,0.8375346082358472
0,0.8225821665738228
0,0.8079073573493928
0,1.8545525951205912
0,3.7451965842127883
0,6.454365040844277
0,8.931892864717131
0,11.202237024734464
0,13.291958278953132
0,15.218423213448208
0,16.999190772999935
0,18.64720928084281
0,20.17600537753522
0,21.5973707793179
0,22.921628299649377
1,24.15785075639409
1,25.312389006988077
1,26.39255007838431
1,27.40333553338528
1,28.352116410570012
1,29.24269975030576
1,30.07985591344524
1,30.867865239769106
1,31.61057827096972
1,32.31146740117495
1,32.973671335469824
1,33.60003348980271
1,34.19313526706811
1,34.75532498372642
1,35.28874309109726
1,35.795344229275315
1,36.95847809594199
1,38.11654914209583
1,39.28359886033482
1,40.45250816403853
1,41.62054417131126
1,42.78642923797793
1,43.948752297627045
1,45.10168775624775
1,46.251179602575434
1,47.39703722924211
1,48.556949509848145
1,49.730716549848154
1,50.91891753087381
1,52.11757627087381
1,53.329946730873814
1,54.55663837087381
1,55.79685079518754
1,57.049065032965316
1,58.31466768594777
1,59.5936073192811
1,60.883745712614434
1,62.18723411200838
1,63.016690515486644
1,63.41201699548663
1,63.33604371548663
1,63.285030892922535
1,63.26038436921882
1,63.259661139695005
1,63.283625958775474
1,63.33225300544213
1,63.40480904845288
1,63.502049094286214
1,63.43554212155893
1,63.20471445881385
1,62.779063439766226
1,62.35849118421067
1,61.94320567790436
1,61.53244006386929
1,61.126035768997475
1,60.724667435664145
1,60.32862938688367
1,59.93753176783606
1,59.55101192287482
1,59.16873192287481
1,58.79037636731926
1,58.41636459195694
1,58.04642058486475
1,57.68028558486475
1,57.317002506633465
1,56.95777133996679
1,56.60166300663347
1,56.24847499381296
1,55.89882474224064
1,55.55321603853694
1,55.21073581126422
1,54.87119581126422
1,54.535169451615104
1,54.202461692994405
1,53.872173246666726
1,53.5448424133334
1,53.202513793333395
1,52.845187386666744
1,52.472130246666744
1,52.08405654000008
1,51.68096626666674
1,51.262145260000075
1,50.82973602000008
1,50.38447149333343
1,49.92561873333342
1,49.453891906666755
1,48.969291013333425
1,48.4725302200001
1,47.962895360000104
1,47.44183354666679
1,46.90932600000011
1,46.36465855333346
1,45.80854537333345
1,45.24170062666679
1,44.66341014666679
1,44.07295976666679
1,43.47179660000013
1,42.85918770000014
1,42.421506566666814
1,42.15946736666681
1,42.103048266666825
1,42.05305663333349
1,42.00806416666683
1,41.970213333333504
1,41.9380758333335
1,41.91093750000017
1,41.888798333333504
1,41.87094416666681
1,41.85808916666683
1,41.8502333333335
1,41.84666250000016
1,41.84594833333349
1,41.84880500000017
1,41.855232500000156
1,41.865945000000174
1,41.878800000000155
1,41.893797500000154
1,41.91165166666683
1,41.9316483333335
1,41.95307333333349
1,41.97735500000016
1,42.00377916666681
1,42.033060000000155
1,42.06591166666683
1,42.10304833333349
1,42.143041666666825
1,42.186605833333495
1,42.23374083333349
1,42.28444666666681
1,42.338009166666815
1,42.395856666666816
1,42.45798916666681
1,42.52297833333348
1,42.59153833333347
1,42.663669166666814
1,42.7386566666668
1,42.81650083333346
1,42.896487500000134
1,42.979330833333464
1,43.06431666666679
1,43.150730833333455
1,43.24000166666679
1,43.33070083333345
1,43.422114166666795
1,43.514241666666784
1,43.607083333333435
1,43.700639166666775
1,43.793480833333426
1,43.88703666666677
1,43.98059250000009
1,44.07343416666676
1,44.16627583333342
1,44.259117500000094
1,44.35124500000008
1,44.442658333333405
1,44.53407166666675
1,44.62477083333341
1,44.714041666666745
1,44.8025983333334
1,44.889726666666725
1,44.976140833333396
1,45.06255500000007
1,45.14896916666672
1,45.233955000000044
1,45.31822666666672
1,45.40249833333339
1,45.486770000000035
1,45.57104166666671
1,45.65531333333337
1,45.73958500000003
1,45.8238566666667
1,45.909556666666695
1,45.994542500000016
1,46.07952833333336
1,46.16308583333336
1,46.24735750000002
1,46.33162916666668
1,46.41518666666668
1,46.49945833333334
1,46.58515833333334
1,46.67014416666667
1,46.75513
1,46.83940166666666
1,46.92367333333333
1,47.00651666666666
1,47.08793166666666
1,47.1686325
1,47.24790499999998
1,47.32574916666666
1,47.40216499999998
1,47.47572416666665
1,47.54714083333331
1,47.61641499999997
1,47.68354666666664
1,47.74924999999997
1,47.81209666666663
1,47.8728008333333
1,47.93136249999996
1,47.98849583333329
1,48.04420083333329
1,48.09847749999995
1,48.15132583333329
1,48.20203166666661
1,48.252023333333284
1,48.30130083333328
1,48.34843583333328
1,48.39485666666661
1,48.441277499999934
1,48.486984166666616
1,48.53269083333327
1,48.57768333333328
1,48.6219616666666
1,48.66552583333327
1,48.70908999999993
1,48.7526541666666
1,48.7955041666666
1,48.83835416666661
1,48.88191833333325
1,48.92548249999992
1,48.969760833333254
1,49.013324999999924
1,49.05617499999993
1,49.09902499999993
1,49.14187499999992
1,49.18472499999992
1,49.22614666666657
1,49.26756833333325
1,49.308275833333255
1,49.34755499999992
1,49.374693199999896
1,49.384691113333254
1,49.376101626666575
1,49.35035307333325
1,49.30601711999989
1,49.2445220999999
1,49.16515384666656
1,49.067912359999895
1,48.954244753333214
1,48.821989746666574
1,48.6711473399999
1,48.503145866666564
1,48.3172711599999
1,48.1135232199999
1,47.8911878799999
1,47.650979306666535
1,47.39505877999989
1,47.121265019999896
1,46.831026359999896
1,46.522914466666535
1,46.19692933999988
1,45.85449931333321
1,45.494196053333205
1,45.118180839999894
1,44.72429239333321
1,44.3125307133332
1,43.8850382999999
1,43.439672653333204
1,42.97786210666653
1,42.49891127333321
1,42.00208720666654
1,41.488818239999866
1,40.95839020666653
1,40.410803106666535
1,39.84605693999987
1,39.26417048666653
1,38.6658391333332
1,38.050348713333186
1,37.41698505999986
1,36.76646233999986
1,36.09806638666653
1,35.41395847999986
1,34.712691506666516
1,33.99426546666653
1,33.25796619333319
1,32.504507853333195
1,31.734604613333197
1,30.94682813999985
1,30.14262554666652
1,29.321263886666518
1,28.49274162666652
1,27.663486419999852
1,26.83423121333319
1,26.004261839999863
1,25.173578299999857
1,24.342913539999863
0,23.512248779999858
0,22.68015568666653
0,21.846615479999862
0,21.013075273333193
0,20.190247699999865
0,19.383865026666527
0,18.59392725333319
0,17.82043437999986
0,17.064100573333196
0,16.324211666666525
0,15.600034713333187
0,14.893016826666525
0,14.202443839999855
0,13.529029919999855
0,12.87277506666652
0,12.232965113333185
0,11.61031422666652
0,11.004089459999852
0,10.415023759999851
0,9.843117126666517
0,9.286922446666518
0,8.747886833333185
0,8.225296119999852
0,7.719131526666517
0,7.230858946666517
0,6.7590312666665175
0,6.304362653333187
0,5.865405993333187
0,5.443608399999853
0,5.038236926666518
0,4.6493103533331865
0,4.27754284666652
0,3.9222202399998527
0,3.583323753333186
0,3.2615863333331863
0,2.9555608666665183
0,2.6659802999998528
0,2.39429174666652
0,2.139048093333186
0,1.900230559999853
0,1.67785792666652
0,1.4719301933331863
0,1.2824285799998534
0,1.1093718666665202
0,0.9534742199998536
0,0.814021473333187
0,0.6917465733331869
0,0.5859165733331869
0,0.4972456399998537
0,0.4242866599998536
0,0.3677725799998537
0,0.32841756666652033
0,0.30477450666652034
0,0.29757634666652033
0,0.29611045333318703
0,0.2946445599998536
0,0.29317866666652026
0,0.2917127733331869
0,0.29024687999985355
0,0.2880480399998536
0,0.2858491999998536
0,0.28365035999985355
0,0.2814515199998536
0,0.27925267999985354
0,0.2770538399998536
0,0.2741220533331869
0,0.27119026666652024
0,0.2682584799998536
0,0.2653266933331869
0,0.2623949066665203
0,0.26019606666652023
0,0.25799722666652025
0,0.25506543999985354
0,0.2521336533331868
0,0.2484689199998535
0,0.2448041866665201
0,0.2411394533331868
0,0.2382076666665201
0,0.2352758799998534
0,0.2323440933331867
0,0.22941230666652
0,0.2264805199998533
0,0.22354873333318664
0,0.2213498933331866
0,0.21841810666651995
0,0.2154863199998533
0,0.21255453333318666
0,0.20888979999985327
0,0.20522506666652
0,0.20229327999985325
0,0.1993614933331866
0,0.19642970666652
0,0.19349791999985327
0,0.19056613333318664
0,0.18763434666651999
0,0.1847025599998533
0,0.18103782666652
0,0.17664014666651995
0,0.17224246666651993
0,0.16784478666651992
0,0.1634471066665199
0,0.15904942666651992
0,0.15538469333318658
0,0.15171995999985324
0,0.1480552266665199
0,0.1436575466665199
0,0.13852691999985658
0,0.13339629333319328
0,0.12826566666652994
0,0.12386798666653336
0,0.11947030666653673
0,0.11507262666654007
0,0.11067494666654344
0,0.1062772666665468
0,0.10187958666655016
0,0.09821485333322022
0,0.09455011999989026
0,0.09088538666656028
0,0.08722065333323034
0,0.08355591999990038
0,0.07989118666657041
0,0.07622645333324045
0,0.07329466666657714
0,0.07036287999991384
0,0.06743109333325054
0,0.06449930666658724
0,0.06156751999992392
0,0.05863573333326062
0,0.055703946666597316
0,0.05277215999993402
0,0.04984037333327072
0,0.04690858666660741
0,0.04397679999994411
0,0.0410450133332808
0,0.038846173333284176
0,0.03664733333328754
0,0.034448493333290905
0,0.03224965333329427
0,0.03005081333329764
0,0.02785197333330101
0,0.02565313333330437
0,0.02345429333330774
0,0.0212554533333111
0,0.019056613333314473
0,0.016857773333317838
0,0.014658933333321203
0,0.012460093333324571
0,0.010994199999994604
0,0.00952830666666464
0,0.008062413333334673
0,0.006596520000004706
0,0.00513062666667474
0,0.0036647333333447744
0,0.002198840000014809
0,0.0007329466666848432
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,2.15442941264854e-14
0,0.0007329466666848432
0,0.0014658933333481425
0,0.002198840000011441
0,0.0029317866666747397
0,0.003664733333338039
0,0.0043976800000013385
0,0.005130626666664637
0,0.005863573333327936
0,0.006596519999991235
0,0.007329466666654531
0,0.0087953599999845
0,0.010261253333314466
0,0.011727146666644431
0,0.0131930399999744
0,0.014658933333304362
0,0.016124826666634333
0,0.017590719999964297
0,0.019056613333294264
0,0.02052250666662423
0,0.0219883999999542
0,0.02345429333328416
0,0.02492018666661412
0,0.02638607999994409
0,0.02785197333327405
0,0.029317866666604013
0,0.030783759999933977
0,0.03298259999993061
0,0.03591438666659391
0,0.03957911999992388
0,0.04324385333325385
0,0.04690858666658381
0,0.05057331999991378
0,0.05423805333324375
0,0.057902786666573725
0,0.06156751999990369
0,0.06523225333323365
0,0.06889698666656363
0,0.0725617199998936
0,0.07622645333322356
0,0.07989118666655352
0,0.08355591999988349
0,0.08722065333321344
0,0.0908853866665434
0,0.09455011999987337
0,0.09821485333320333
0,0.10187958666653328
0,0.10554431999986323
0,0.1092090533331932
0,0.11287378666652315
0,0.11653851999985312
0,0.12020325333318645
0,0.12386798666651976
0,0.12753271999985313
0,0.13119745333318644
0,0.13486218666651978
0,0.13852691999985312
0,0.14219165333318645
0,0.14658933333318647
0,0.15098701333318648
0,0.1553846933331865
0,0.15831647999985315
0,0.1612482666665198
0,0.16418005333318647
0,0.16711183999985313
0,0.1700436266665198
0,0.1737083599998531
0,0.1773730933331864
0,0.1810378266665197
0,0.18470255999985305
0,0.1883672933331864
0,0.19129907999985304
0,0.19423086666651967
0,0.197895599999853
0,0.20156033333318632
0,0.20522506666651968
0,0.20888979999985294
0,0.2118215866665196
0,0.2140204266665197
0,0.21548631999985293
0,0.21695221333318626
0,0.2184181066665196
0,0.21988399999985286
0,0.2213498933331862
0,0.2228157866665195
0,0.2250146266665195
0,0.2272134666665195
0,0.2286793599998528
0,0.22941230666651946
0,0.22941230666651946
0,0.22941230666651946
0,0.22941230666651946
0,0.2301452533331861
0,0.2308781999998528
0,0.23161114666651944
0,0.2323440933331861
0,0.23307703999985274
0,0.23380998666651945
0,0.2345429333331861
0,0.2352758799998527
0,0.2360088266665193
0,0.2360088266665193
0,0.2360088266665193
0,0.2360088266665193
0,0.2360088266665193
0,0.2360088266665193
0,0.23674177333318602
0,0.2382076666665193
0,0.2389406133331861
0,0.2396735599998528
0,0.24040650666651944
0,0.2411394533331861
0,0.2418723999998528
0,0.24260534666651945
0,0.2433382933331861
0,0.2440712399998527
0,0.2440712399998527
0,0.2440712399998527
0,0.2433382933331861
0,0.24260534666651945
0,0.2418723999998528
0,0.2418723999998528
0,0.2418723999998528
0,0.2411394533331861
0,0.24040650666651944
0,0.2396735599998528
0,0.2382076666665195
0,0.23747471999985284
0,0.23674177333318616
0,0.2360088266665195
0,0.2352758799998529
0,0.2345429333331862
0,0.2338099866665196
0,0.2330770399998529
0,0.2330770399998529
0,0.2323440933331862
0,0.2316111466665195
0,0.2316111466665195
0,0.2323440933331861
0,0.2338099866665195
0,0.2352758799998528
0,0.2367417733331861
0,0.2374747199998528
0,0.2382076666665194
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2389406133331861
0,0.2382076666665194
0,0.2382076666665194
0,0.2382076666665194
0,0.2382076666665194
0,0.2374747199998528
0,0.2360088266665194
0,0.2352758799998527
0,0.23454293333318602
0,0.2338099866665193
0,0.2338099866665193
0,0.2338099866665193
0,0.2338099866665193
0,0.2338099866665193
0,0.2338099866665193
0,0.2330770399998527
0,0.23161114666651936
0,0.2308781999998527
0,0.2301452533331861
0,0.2294123066665194
0,0.2294123066665194
0,0.2294123066665194
0,0.2294123066665194
0,0.2294123066665194
0,0.2294123066665194
0,0.2301452533331861
0,0.2301452533331861
0,0.2308781999998527
0,0.23161114666651936
0,0.2323440933331861
0,0.2330770399998527
0,0.2338099866665193
0,0.234542933333186
0,0.2352758799998527
0,0.2360088266665193
0,0.2367417733331861
0,0.2367417733331861
0,0.2367417733331861
0,0.2367417733331861
0,0.2367417733331861
0,0.2367417733331861
0,0.2367417733331861
0,0.2360088266665194
0,0.2345429333331861
0,0.23380998666651945
0,0.2330770399998528
0,0.2323440933331861
0,0.2316111466665195
0,0.2308781999998528
0,0.2301452533331861
0,0.2294123066665195
0,0.2294123066665195
0,0.22867935999985284
0,0.2279464133331862
0,0.22721346666651954
0,0.2264805199998529
0,0.22574757333318626
0,0.2242816799998529
0,0.2228157866665196
0,0.22134989333318628
0,0.22061694666651965
0,0.21988399999985292
0,0.21841810666651967
0,0.21695221333318634
0,0.21548631999985304
0,0.2147533733331864
0,0.21548631999985304
0,0.21548631999985304
0,0.21548631999985304
0,0.21548631999985304
0,0.2147533733331864
0,0.2140204266665197
0,0.21328747999985306
0,0.21328747999985306
0,0.21328747999985306
0,0.21328747999985306
0,0.21328747999985306
0,0.2125545333331864
0,0.21182158666651976
0,0.2110886399998531
0,0.20962274666651973
0,0.2088897999998532
0,0.20815685333318648
0,0.20669095999985312
0,0.2052250666665197
0,0.20375917333318644
0,0.2030262266665198
0,0.2022932799998531
0,0.2015603333331865
0,0.2008273866665198
0,0.2000944399998532
